ID,Q2,Q3,Q3.17.s,Q4,Q5,Q6.1,Q6.2,Q6.3,Q7.1,Q7.2,Q7.3,Q8.1,Q8.2,Q8.3,Q9.1,Q9.2,Q9.3,Q10.1,Q10.2,Q10.3,Q11.1,Q11.2,Q11.3,Q12.1,Q12.2,Q12.3,Q12.4,Q13.1,Q13.2,Q13.3,Q13.4,Q14.1,Q14.2,Q14.3,Q15.1,Q15.2,Q15.3,Q16.1,Q16.2,Q16.3,Q16.4,Q17.1,Q17.2,Q17.3,Q17.4,Q18.1,Q18.2,Q18.3,Q18.4,Q18.5,Q18.6,Q18.7,Q19.1,Q19.2,Q19.3,Q19.4,Q19.5,Q19.6,Q19.7,Q20.1,Q20.2,Q20.3,Q20.4,Q20.5,Q20.6,Q20.7,Q21.1,Q21.2,Q21.3,Q21.4,Q21.5,Q21.6,Q21.7,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32
996,I worked in an office environment all of the time,"Education (e.g. Primary Education, Secondary Education, Post-graduate Education)",,Professional Staff,Full time (5 days) working remotely,4,4,4,4,4,4,3,4,4,4,4,4,5,4,5,5,4,5,3,4,4,4,4,4,4,4,3,3,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,3,4,4,3,4,68,55-99,Female,Owned house,"$80,000 - $99,999",Widowed,White,Full-time work,High school/Tertiary/Tech. College,Texas,South
998,I worked in an office environment all of the time,"Healthcare (e.g. Medical, Mental Health, Outpatient Care)",,Administrative or Support Staff,Full-time (5 days) in the office,5,4,2,4,4,5,3,4,4,5,3,4,4,2,3,5,4,4,1,4,4,5,5,4,4,5,4,5,5,5,4,4,3,4,4,2,3,5,5,3,2,2,3,2,3,4,4,5,4,5,5,5,3,5,5,2,4,3,3,4,5,5,4,4,5,5,3,4,39,35-44,Female,Owned house,"$25,000 - $49,999",Single / Never married,White,Full-time work,Postgraduate Education,Maryland,South
999,I worked in an office environment all of the time,Other (please specify),Retail,Manager,Full-time (5 days) in the office,3,2,2,3,4,5,3,1,2,4,3,4,4,4,2,4,4,4,2,3,2,4,5,4,3,4,3,1,4,3,3,4,3,3,2,2,4,5,4,4,1,1,2,1,1,1,1,3,3,3,3,3,3,3,4,4,4,4,3,5,4,3,3,3,3,3,3,3,56,55-99,Male,Owned apartment,"$100,000 - $149,999",Married,White,Full-time work,University/Higher Education,New York,Northeast
1001,I worked in an office environment all of the time,"Industrial (e.g. Manufacturing, Construction, Engineering, etc.)",,Director,Full-time (5 days) in the office,1,3,1,4,4,5,4,4,2,4,3,4,4,4,2,4,4,4,4,3,4,5,5,3,4,5,4,4,4,4,4,4,2,4,4,4,4,4,5,5,1,1,2,2,4,2,1,3,2,1,5,4,3,5,5,4,4,4,4,5,4,4,4,2,5,4,2,4,41,35-44,Male,Owned apartment,"$50,000 - $79,999",Married,White,Full-time work,High school/Tertiary/Tech. College,Illinois,Midwest
1002,I worked in an office environment all of the time,"Financial Services (e.g. Banking, Insurance, FinTech, Private Equity)",,Professional Staff,"2 days working remotely, 3 days in the office",4,5,5,2,5,4,4,5,4,3,3,3,3,5,4,3,2,3,5,4,3,5,4,2,2,5,4,4,5,3,3,2,4,3,5,3,2,3,3,3,4,2,3,5,4,3,3,2,2,1,3,3,1,2,4,5,4,4,4,5,4,3,2,2,4,3,2,2,41,35-44,Female,Owned apartment,"$100,000 - $149,999",Married,White,Full-time work,High school/Tertiary/Tech. College,Maine,Northeast
1003,I worked in an office environment most of the time,"Management Advisory (e.g. Accounting, Consulting, Business Services, Real Estate, Development)",,Director,Full-time (5 days) in the office,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,4,5,5,4,4,4,4,5,4,2,4,5,4,4,2,3,3,2,4,4,4,3,3,3,3,4,3,3,3,5,5,5,2,5,3,3,3,3,3,3,3,3,49,45-54,Female,Owned house,"$200,000 or more",Married,Other,Full-time work,High school/Tertiary/Tech. College,Delaware,South
1004,I worked in an office environment all of the time,Other (please specify),Chemical,Manager,Full time (5 days) working remotely,4,4,4,5,3,4,3,4,5,4,5,3,3,5,4,3,4,5,5,3,2,4,4,5,4,3,4,3,5,5,4,5,3,4,4,5,5,4,5,4,4,3,5,5,4,5,4,5,5,4,3,3,4,4,5,4,3,4,5,4,4,5,4,4,5,5,4,4,39,35-44,Male,#NULL!,"$80,000 - $99,999",#NULL!,White,Full-time work,Postgraduate Education,Oklahoma,South
1005,I worked in an office environment all of the time,"Education (e.g. Primary Education, Secondary Education, Post-graduate Education)",,Professional Staff,Full-time (5 days) in the office,4,5,4,4,4,5,4,5,4,4,4,4,3,4,4,4,4,5,5,5,4,4,5,5,3,3,4,4,5,4,4,2,4,2,4,3,4,4,5,4,3,4,4,4,5,5,4,4,3,3,4,4,5,4,4,4,4,4,2,5,2,3,3,3,4,4,5,3,50,45-54,Female,Owned house,"$150,000 - $199,999",Married,White,Full-time work,University/Higher Education,New Jersey,Northeast
1006,I worked in an office environment all of the time,"Technology (e.g. Internet. Hardware, Software, Telecommunications, eCommerce)",,Director,"2 days working remotely, 3 days in the office",4,5,5,4,4,5,5,4,4,5,4,4,4,4,5,5,4,3,4,5,4,4,5,4,4,4,4,4,5,4,5,4,4,4,5,4,5,4,4,4,4,5,4,5,4,2,4,5,4,4,4,4,5,5,4,4,5,4,5,5,4,3,4,5,4,2,3,4,44,35-44,Male,Owned house,"$80,000 - $99,999",Married,Black or African American,Full-time work,University/Higher Education,Tennessee,South
1007,I worked in an office environment all of the time,"Hospitality (e.g. Hotel, Leisure, Travel)",,Manager,Full-time (5 days) in the office,4,4,2,4,4,5,3,4,3,4,4,4,4,4,3,4,4,4,3,3,3,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,3,4,3,3,2,4,2,2,4,3,2,2,3,3,3,3,1,3,4,4,4,4,4,4,4,3,4,3,3,3,2,3,62,55-99,Female,Rented apartment,"$25,000 - $49,999",Divorced,White,Full-time work,University/Higher Education,North Carolina,South
1009,I worked in an office environment most of the time,"Design (e.g. Architecture, Interior Design, Graphic Design, Industrial Design, Product Design, UX, Service Design)",,Manager,"3 days working remotely, 2 days in the office",3,3,4,2,5,3,4,2,4,2,4,2,4,2,4,3,2,3,1,1,1,1,3,5,3,4,4,3,2,3,4,3,4,5,4,3,3,4,4,4,5,4,3,2,3,4,5,4,2,4,1,2,2,3,3,4,3,4,2,4,4,2,3,3,2,4,4,5,46,45-54,Female,Owned house,#NULL!,Single / Never married,White,Full-time work,University/Higher Education,North Carolina,South
1010,I worked in an office environment most of the time,"Industrial (e.g. Manufacturing, Construction, Engineering, etc.)",,Director,Full time (5 days) working remotely,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,4,5,5,4,5,5,5,4,5,5,4,5,5,5,5,5,5,4,5,5,5,4,67,55-99,Male,Owned house,"$100,000 - $149,999",Married,White,Full-time work,Postgraduate Education,North Carolina,South
1011,I worked in an office environment some of the time,"Consumer Goods (e.g. Commercial Goods, Fashion & Beauty, Food & Beverage, Automotive, Personal Electronics)",,Manager,Full-time (5 days) in the office,3,4,4,3,5,4,4,4,4,4,4,5,5,5,4,5,5,5,4,2,3,5,5,4,5,5,4,4,5,4,5,4,4,4,3,5,3,4,5,3,2,4,5,5,4,2,3,4,3,3,4,4,3,5,4,4,5,5,5,5,5,4,5,4,4,5,5,4,28,25-34,Female,Rented house,"$25,000 - $49,999",Domestic partnership / Living with partner,White,Full-time work,High school/Tertiary/Tech. College,South Carolina,South
1012,I worked in an office environment all of the time,"Financial Services (e.g. Banking, Insurance, FinTech, Private Equity)",,Administrative or Support Staff,Full-time (5 days) in the office,2,4,2,4,5,5,2,3,2,2,3,4,1,3,2,3,3,3,3,3,2,4,5,1,4,4,3,4,4,5,4,3,2,3,5,4,5,4,5,3,2,4,2,2,2,3,1,3,4,2,3,2,3,3,5,5,5,5,3,5,5,4,5,5,5,5,5,5,63,55-99,Female,Owned house,"$80,000 - $99,999",Married,White,Full-time work,University/Higher Education,Virginia,South
1013,I worked in an office environment most of the time,"Consumer Goods (e.g. Commercial Goods, Fashion & Beauty, Food & Beverage, Automotive, Personal Electronics)",,Director,"3 days working remotely, 2 days in the office",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,4,5,4,5,4,5,5,4,5,4,5,4,4,5,5,5,4,4,5,4,4,4,5,5,5,5,5,5,3,5,5,66,55-99,Male,Owned house,"$200,000 or more",Married,White,Full-time work,University/Higher Education,Illinois,Midwest
1014,I worked in an office environment all of the time,"Education (e.g. Primary Education, Secondary Education, Post-graduate Education)",,Manager,Full-time (5 days) in the office,3,3,3,4,4,4,2,4,2,4,4,4,3,3,1,4,4,4,2,5,4,4,4,4,4,4,3,3,3,3,3,2,2,2,4,3,2,4,3,2,4,4,3,4,3,2,3,2,3,2,3,4,2,2,2,3,3,1,4,3,3,3,3,2,3,2,2,2,33,25-34,Female,Rented apartment,"$50,000 - $79,999",Single / Never married,White,Full-time work,University/Higher Education,Pennsylvania,Northeast
1015,I worked in an office environment all of the time,"Healthcare (e.g. Medical, Mental Health, Outpatient Care)",,Administrative or Support Staff,Full-time (5 days) in the office,4,5,2,4,5,4,5,5,5,5,4,5,4,3,4,4,3,4,2,3,3,4,5,2,3,4,3,3,2,3,3,2,3,2,4,4,3,4,5,4,2,2,1,2,4,4,2,4,3,2,2,4,4,5,5,5,5,4,2,5,3,3,4,5,3,3,4,4,50,45-54,Female,Owned house,"$100,000 - $149,999",Domestic partnership / Living with partner,White,Full-time work,University/Higher Education,Michigan,Midwest
1016,I worked in an office environment some of the time,"Industrial (e.g. Manufacturing, Construction, Engineering, etc.)",,Director,Full-time (5 days) in the office,2,4,2,3,4,4,2,4,3,4,2,1,2,4,2,4,4,4,2,3,2,3,4,4,4,4,2,3,3,3,1,1,2,4,2,2,4,3,3,1,2,4,3,4,4,2,3,1,1,1,2,3,1,1,4,4,4,4,4,4,4,2,2,2,3,2,2,2,59,55-99,Female,Owned house,"$200,000 or more",Married,Black or African American,Full-time work,University/Higher Education,Florida,South
1018,I worked in an office environment all of the time,"Hospitality (e.g. Hotel, Leisure, Travel)",,Manager,Full-time (5 days) in the office,4,4,5,4,4,4,5,4,5,5,5,5,4,4,4,5,5,5,4,4,4,4,4,4,4,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,5,5,5,37,35-44,Female,Owned house,"$150,000 - $199,999",Married,White,Full-time work,University/Higher Education,Florida,South
1020,I worked in an office environment all of the time,"Consumer Goods (e.g. Commercial Goods, Fashion & Beauty, Food & Beverage, Automotive, Personal Electronics)",,Professional Staff,Full-time (5 days) in the office,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,2,4,3,2,2,3,5,5,3,4,4,4,4,2,4,4,4,2,4,4,4,4,4,4,4,4,3,3,4,3,3,4,3,4,4,4,4,4,4,4,52,45-54,Female,Owned house,"$25,000 - $49,999",Single / Never married,White,Full-time work,University/Higher Education,Indiana,Midwest
1021,I worked in an office environment most of the time,"Education (e.g. Primary Education, Secondary Education, Post-graduate Education)",,Manager,Full-time (5 days) in the office,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,4,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,1,5,5,3,5,5,5,5,4,5,5,4,5,5,4,5,5,4,5,64,55-99,Female,Owned house,"$150,000 - $199,999",Married,Asian,Full-time work,University/Higher Education,Maryland,South
1022,I worked in an office environment all of the time,"Healthcare (e.g. Medical, Mental Health, Outpatient Care)",,Administrative or Support Staff,Full-time (5 days) in the office,5,4,2,5,4,4,5,4,4,4,4,5,4,4,4,5,4,5,4,4,5,5,4,5,4,4,4,5,4,4,4,5,5,3,4,4,5,4,4,5,5,4,4,1,4,5,2,4,4,4,1,5,5,2,4,4,5,4,4,5,5,5,4,4,5,5,5,4,36,35-44,Female,Owned house,"$25,000 - $49,999",Single / Never married,White,Full-time work,Postgraduate Education,Indiana,Midwest
1024,I worked in an office environment all of the time,"Healthcare (e.g. Medical, Mental Health, Outpatient Care)",,Administrative or Support Staff,Full-time (5 days) in the office,5,5,2,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,5,3,4,4,5,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,2,4,4,4,4,3,3,3,4,4,3,4,4,5,5,5,3,5,4,4,4,4,4,4,3,4,54,45-54,Female,Owned house,"$50,000 - $79,999",Married,White,Full-time work,High school/Tertiary/Tech. College,North Carolina,South
1027,I worked in an office environment all of the time,"Financial Services (e.g. Banking, Insurance, FinTech, Private Equity)",,Manager,Full time (5 days) working remotely,5,5,5,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,4,5,4,5,5,4,4,5,4,2,3,4,2,4,4,2,5,4,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,64,55-99,Male,Owned house,"$150,000 - $199,999",Married,White,Full-time work,High school/Tertiary/Tech. College,Colorado,West
1028,I worked in an office environment all of the time,"Hospitality (e.g. Hotel, Leisure, Travel)",,Administrative or Support Staff,Full time (5 days) working remotely,4,4,4,4,3,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,59,55-99,Female,Rented apartment,"$25,000 - $49,999",Single / Never married,Black or African American,Full-time work,University/Higher Education,Georgia,South
1029,I worked in an office environment most of the time,Other (please specify),Supply chain,Manager,"3 days working remotely, 2 days in the office",4,4,4,4,4,4,3,4,4,3,4,3,4,3,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,3,3,3,4,3,4,4,3,4,5,4,2,2,2,3,4,1,3,3,3,3,4,4,3,3,4,4,4,4,4,4,4,4,3,3,4,4,3,4,33,25-34,Female,Owned house,"$100,000 - $149,999",Married,White,Full-time work,University/Higher Education,Texas,South
1030,I worked in an office environment all of the time,"Healthcare (e.g. Medical, Mental Health, Outpatient Care)",,Technical Staff,"4 days working remotely, 1 day in the office",5,4,4,5,5,5,4,4,4,5,5,5,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,4,4,4,4,4,4,5,5,4,5,4,4,5,4,5,5,5,5,4,5,5,5,5,5,5,5,4,4,5,4,4,40,35-44,Female,Owned house,"$25,000 - $49,999",Married,White,Full-time work,University/Higher Education,North Carolina,South
1031,I worked in an office environment all of the time,"Government / Defense (e.g. Government Agencies, Defense Contractors, Intelligence, Federal Civilian)",,Manager,"3 days working remotely, 2 days in the office",4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,3,4,5,4,5,4,4,4,4,4,4,4,4,4,5,5,5,4,4,3,4,5,4,4,3,3,2,4,4,2,3,5,5,5,4,4,4,4,4,3,4,4,4,3,4,38,35-44,Female,Owned apartment,"$50,000 - $79,999",Married,White,Full-time work,University/Higher Education,Texas,South
1032,I worked in an office environment all of the time,"Management Advisory (e.g. Accounting, Consulting, Business Services, Real Estate, Development)",,Administrative or Support Staff,Full time (5 days) working remotely,5,5,5,5,4,5,5,5,4,4,5,5,4,4,5,5,5,5,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,4,4,4,4,3,4,4,3,4,5,5,3,5,5,4,4,5,5,4,5,5,5,5,5,4,5,5,5,5,5,45,45-54,Female,Rented apartment,"$50,000 - $79,999",Divorced,White,Full-time work,University/Higher Education,Utah,West
1033,I worked in an office environment most of the time,"Legal (e.g. Lawyers, Attorneys, Paralegals, Other legal service providers)",,Manager,"2 days working remotely, 3 days in the office",4,4,4,5,5,5,4,4,3,4,3,4,4,4,4,4,4,4,5,4,5,3,4,4,3,4,4,4,4,4,4,4,4,3,2,4,4,4,5,4,2,2,4,4,4,4,4,5,4,3,4,4,3,3,5,4,5,4,4,4,4,4,5,4,4,4,4,4,35,35-44,Male,Rented house,"$200,000 or more",Married,White,Full-time work,University/Higher Education,Virginia,South
1034,I worked in an office environment most of the time,"Technology (e.g. Internet. Hardware, Software, Telecommunications, eCommerce)",,Manager,"1 day working remotely, 4 days in the office",4,4,3,4,3,3,4,4,3,3,4,3,3,4,4,4,2,3,4,3,4,4,3,3,4,4,3,5,4,4,4,3,3,4,4,4,4,3,3,4,5,3,3,3,3,4,4,5,3,2,2,4,5,4,3,4,3,4,5,3,4,3,3,3,2,4,4,4,31,25-34,Female,Rented house,"$25,000 - $49,999",Married,White,Full-time work,University/Higher Education,Arkansas,South
1036,I worked in an office environment all of the time,"Technology (e.g. Internet. Hardware, Software, Telecommunications, eCommerce)",,Technical Staff,Full time (5 days) working remotely,1,4,2,5,5,5,4,4,2,5,5,3,1,2,2,4,5,5,4,5,3,4,5,5,4,5,3,5,4,3,5,5,4,1,4,3,4,5,3,3,2,2,2,1,3,2,2,5,3,3,5,4,4,5,5,5,5,5,4,5,4,5,4,4,5,5,4,5,62,55-99,Male,Owned apartment,"$100,000 - $149,999",#NULL!,White,Full-time work,University/Higher Education,Maryland,South
1037,I worked in an office environment all of the time,"Healthcare (e.g. Medical, Mental Health, Outpatient Care)",,Professional Staff,Full-time (5 days) in the office,3,4,4,1,5,5,4,4,4,3,2,4,5,4,4,5,4,4,5,5,5,5,3,3,5,5,4,4,4,3,3,3,4,4,5,5,4,5,5,4,4,3,4,4,4,3,5,4,3,3,4,4,3,4,4,5,5,5,3,5,5,5,5,5,5,3,5,5,24,18-24,Female,Rented house,"$50,000 - $79,999",Married,Hispanic or Latino,Full-time work,High school/Tertiary/Tech. College,North Carolina,South
1038,I worked in an office environment most of the time,"Healthcare (e.g. Medical, Mental Health, Outpatient Care)",,Manager,"3 days working remotely, 2 days in the office",5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,40,35-44,Male,Owned apartment,"$80,000 - $99,999",Married,Black or African American,Full-time work,University/Higher Education,Illinois,Midwest
1041,I worked in an office environment all of the time,"Financial Services (e.g. Banking, Insurance, FinTech, Private Equity)",,Administrative or Support Staff,Full-time (5 days) in the office,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,4,4,3,4,4,4,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,4,4,2,5,4,3,1,5,5,3,5,3,3,3,3,4,3,3,1,1,1,1,1,1,1,42,35-44,Female,Owned house,"$25,000 - $49,999",Domestic partnership / Living with partner,White,Full-time work,High school/Tertiary/Tech. College,New Jersey,Northeast
1043,I worked in an office environment all of the time,"Government / Defense (e.g. Government Agencies, Defense Contractors, Intelligence, Federal Civilian)",,Administrative or Support Staff,"3 days working remotely, 2 days in the office",4,4,4,4,5,5,4,5,4,4,5,4,4,5,4,4,5,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,5,5,2,5,5,4,2,4,4,4,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,52,45-54,Male,Owned house,"$100,000 - $149,999",Married,White,Full-time work,High school/Tertiary/Tech. College,Iowa,Midwest
1044,I worked in an office environment some of the time,Other (please specify),Security at a Jr. College or University,Administrative or Support Staff,Full-time (5 days) in the office,4,4,3,4,4,3,3,4,3,3,3,3,4,4,4,4,4,4,4,3,4,3,3,3,4,3,3,3,3,3,3,3,3,2,3,3,3,4,3,3,3,3,3,4,3,4,3,4,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,44,35-44,Male,Rented apartment,"$25,000 - $49,999",Divorced,White,Full-time work,University/Higher Education,Wyoming,West
1045,I worked in an office environment all of the time,"Technology (e.g. Internet. Hardware, Software, Telecommunications, eCommerce)",,Technical Staff,Full-time (5 days) in the office,5,5,4,5,4,4,4,5,4,4,4,4,4,4,5,4,5,5,5,5,5,5,5,5,5,5,4,4,4,3,4,2,4,5,4,5,3,5,5,4,4,5,2,4,5,5,4,5,5,4,5,5,5,5,3,3,3,4,3,5,3,3,3,3,3,3,3,3,24,18-24,Female,Rented house,"$25,000 - $49,999",Single / Never married,Black or African American,Full-time work,High school/Tertiary/Tech. College,Georgia,South
1046,I worked in an office environment all of the time,"Healthcare (e.g. Medical, Mental Health, Outpatient Care)",,Administrative or Support Staff,Full-time (5 days) in the office,4,4,2,4,4,5,4,2,2,5,3,4,2,4,4,4,4,4,1,4,4,4,5,4,4,4,3,3,4,3,3,2,1,1,1,1,4,4,4,4,2,2,2,2,4,2,2,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,38,35-44,Female,Living with my parents,"$50,000 - $79,999",Single / Never married,White,Full-time work,University/Higher Education,New York,Northeast
1047,I worked in an office environment all of the time,"Industrial (e.g. Manufacturing, Construction, Engineering, etc.)",,Administrative or Support Staff,Full-time (5 days) in the office,5,5,5,3,5,5,5,5,5,5,4,5,5,5,5,4,5,4,5,4,4,5,4,4,5,4,5,5,5,5,3,4,3,5,5,4,4,5,5,5,3,5,4,3,5,2,4,3,5,4,2,5,2,5,4,5,4,3,3,5,5,4,4,4,4,5,5,4,50,45-54,Female,Rented apartment,"$50,000 - $79,999",Married,White,Full-time work,High school/Tertiary/Tech. College,Pennsylvania,Northeast
1048,I worked in an office environment some of the time,Other (please specify),Long Term Care,Professional Staff,Full-time (5 days) in the office,4,4,4,5,5,5,4,4,4,5,5,5,4,4,3,5,4,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,3,4,5,4,4,5,4,5,4,4,2,4,3,4,5,3,4,4,4,4,4,5,4,51,45-54,Female,Rented apartment,"$0 - $14,999",Single / Never married,White,Full-time work,University/Higher Education,Pennsylvania,Northeast
1049,I worked in an office environment all of the time,"Management Advisory (e.g. Accounting, Consulting, Business Services, Real Estate, Development)",,Manager,Full-time (5 days) in the office,4,4,5,4,4,5,4,4,5,4,5,4,4,4,4,4,4,5,5,5,5,4,4,4,4,5,4,4,5,4,3,4,4,5,4,3,5,4,3,5,5,5,4,4,4,4,4,4,5,5,5,4,4,5,4,4,5,5,4,4,3,5,4,5,4,4,4,4,26,25-34,Male,Owned house,"$50,000 - $79,999",Single / Never married,Hispanic or Latino,Full-time work,University/Higher Education,Michigan,Midwest
1050,I worked in an office environment all of the time,"Healthcare (e.g. Medical, Mental Health, Outpatient Care)",,Professional Staff,Full-time (5 days) in the office,4,5,4,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,4,4,5,5,4,4,4,4,4,3,4,4,4,4,4,5,4,4,4,3,28,25-34,Female,#NULL!,"$50,000 - $79,999",#NULL!,White,Full-time work,University/Higher Education,Virginia,South
1053,I worked in an office environment all of the time,"Education (e.g. Primary Education, Secondary Education, Post-graduate Education)",,Professional Staff,"3 days working remotely, 2 days in the office",2,2,2,4,4,5,3,4,2,4,4,4,3,4,3,4,4,4,3,2,3,4,4,4,4,4,3,3,3,4,4,4,1,3,3,3,5,5,5,4,2,2,2,3,3,4,3,4,4,5,5,5,4,4,4,5,5,3,3,5,3,5,4,5,5,4,4,4,49,45-54,Female,Owned house,"$200,000 or more",Married,Other,Full-time work,University/Higher Education,Delaware,South
1054,I worked in an office environment all of the time,"Consumer Goods (e.g. Commercial Goods, Fashion & Beauty, Food & Beverage, Automotive, Personal Electronics)",,Administrative or Support Staff,Full time (5 days) working remotely,4,4,4,3,5,5,4,4,4,5,2,3,4,4,3,4,5,4,4,4,3,3,4,4,4,4,3,3,2,3,3,2,4,4,3,2,4,3,2,2,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,37,35-44,Female,Owned house,"$50,000 - $79,999",Married,White,Full-time work,Secondary School,Kentucky,South
1055,I worked in an office environment all of the time,"Healthcare (e.g. Medical, Mental Health, Outpatient Care)",,Professional Staff,Full-time (5 days) in the office,2,2,2,5,4,5,2,4,2,5,5,5,2,4,2,5,5,5,2,1,2,4,5,5,5,5,2,2,2,5,5,2,2,2,4,4,4,4,5,3,4,4,4,2,4,1,2,4,4,4,4,4,5,4,4,4,5,3,3,5,3,5,5,5,5,5,5,5,30,25-34,Female,Rented house,"$50,000 - $79,999",Married,White,Full-time work,University/Higher Education,Ohio,Midwest
1057,I worked in an office environment all of the time,"Government / Defense (e.g. Government Agencies, Defense Contractors, Intelligence, Federal Civilian)",,Professional Staff,Full time (5 days) working remotely,2,2,2,3,3,4,1,3,1,4,3,3,2,1,1,4,4,4,1,2,1,4,4,3,4,4,4,3,4,3,3,3,1,1,1,1,5,5,5,5,4,4,1,3,2,4,2,4,3,4,3,4,4,4,3,3,4,3,3,3,3,3,3,3,3,2,3,3,70,55-99,Male,Owned house,"$80,000 - $99,999",Married,White,Full-time work,University/Higher Education,New Jersey,Northeast
1058,I worked in an office environment most of the time,Other (please specify),Transportation,Administrative or Support Staff,Full-time (5 days) in the office,2,4,2,3,5,4,4,4,3,4,3,4,3,4,2,4,4,4,1,5,1,2,3,3,4,4,1,2,1,3,3,1,2,1,3,1,3,2,4,3,4,4,4,3,5,5,3,4,4,4,4,3,4,3,4,3,4,3,4,4,4,4,3,4,4,4,3,4,42,35-44,Male,Owned house,"$80,000 - $99,999",Married,White,Full-time work,University/Higher Education,Kansas,Midwest
